Review,Mhs0,Mhs0,Ahli
"Anak saya paling suka berkunjung ke kebun binatang ini, dan saya selalu mengantar karena lokasinya yang setrategis di tengah kota Surabaya. Aneka koleksi binatang bias jadi sarana edukasi untuk membuat anak belajar dan bergembira. Selain berkunjung melihat koleksi KBS jangan lupa untuk take action pada tugu Suro dan Boyo sebagai tetenger dan lambing kota Surabaya yang berdiri megah didepan pintu masuk KBS",0,0,
"Dulu waktu masa kecil rasanya KBS ini bagus, sekarang kotor dan binatang dikit sekali. Lebih baik kalau mau ke Jatim Park 0, emang agak jauh tapi jauh lebih bagus.",1,1,
"Kebun Binatang ini adalah kebangaan Indonesia dulu ,namun begitu untuk ke sini masih cukup puas dengan luasnya kebun dan sedikit hewan yang bisa dilihat. KBS sekarang sudah cukup nyaman karena dilengkapi tempat makan, tempat duduk yang memadai di setiap titik.",0,0,
"Kebun binatang surabaya koleksi hewannya lumayan lengkap, tempatnya teduh. Hanya sedikit kotor di beberapa sisi taman. Kebersihan kandang harus lebih diperhatikan. Tp kebun binatang ini tempat liburan yang murah meriah.",1,0,
Kebun Binatang Surabaya adalah tempat hiburan yang sangat mendidik karena dapat memberikan pengenalan kepada anak-anak tentang berbagai jenis hewan buas dan hewan jinak. Tempat hiburan yang murah ini juga sangat sejuk karena banyak pohon rindang yang dipelihara untuk memberikan kenyamanan bagi para pengunjung di Surabaya yang panas.,0,0,
"Memang skarang masih bau, tapi sudah bisa dapat diterima. Dan keadaannya sudah mlumayan terawat dengan baik. Tapi perlu penangannan untuk perawatan binatangnya",0,0,
"Mungkin Tempat alami paling adem di surabaya, tiket murah cocok buat keluarga sayang beberapa bagian banyak yang tidak terawat",1,0,
"Pertama kali berkunjung ke KBS pada tahun 0119 kebun binatang ini masih ramai pengunjung dan bersih, terakhir kesini awal tahun ini sangat berbeda karena kebun binatang ini sepi dan kurang terawat dan kotor, baik dari hewannya, kandangnya, dan fasilitas lain. Bangunan kandang pun terlihat apa adanya, tidak ada tambahan properti yang menggambarkan hewan yang ada didalamnya. Tiket masuk 31rb/ orang saat weekday. Semoga pihak manajemen segera memperbaiki dan menjadikan KBS menjadi kebun binatang kebanggan Jawa Timur seperti dulu..",1,1,
Icon surabaya yang seharusnya lebih di perhatikan untuk kebersihannya .. apabila lebih di jaga akan lebih terawat dan pengunjungpun akan lebih nyaman berkunjung kesini,1,1,
"Bangunan depannya kuno dan biasa saja. Tidak ada desain khusus dan mecolok yang dapat membuat orang tertarik untuk melihat. Kandang hewannya pun model lama. Agak kotor dan bau. Memang ada perbaikan dan sedikit kemajuan, tapi secara keseluruhan, masih banyak hal lagi yang perlu dibenahi. Maju terus KBS>",1,1,
"memang masih perlu perbaikan disana sini, terakhir sekitar 0 minggu yang lalu saya dan keluarga mengunjungi Kebun Binatang Surabaya pada akhir pekan. binatang jika akhir pekan lebih banyak daripada pada hari kerja, lalu sewaktu hari kerja, dimana binatang-binatang yang ada pada akhir pekan ini yaa lalu yang paling menyedihkan ketika kami lewat di kandang orang utan. orang utan-nya sangat kasihan, dia seperti berakting untuk meminta makan kepada para pengunjung dengan mnengadahkan tangannya seperti orang minta-minta. hal ini saya rasa sangat tidak normal. lalu tidak terlalu banyak tempat untuk sekedar duduk ketika lelah dalam perjalanan, mengingat luas kebun binatang surabaya yang sangat luas. semoga dapat segera diperbaiki segala manajemen-nya serta perilaku hewannya. kami sangat ingin melihat perilaku hewan yang selayaknya.",1,1,
"Saya sudah lama sekali tidak ke KBS ini. Dahulu kesini bersama teman sewaktu kuliah di Surabaya. terakhir kesini keadaan kebun binatang begitu mengerikan. tempat kotor dan bau. banyak binatang yang kurus, kasihan. semoga pengelola dan pemkot benar-benar serius memperbaiki keadaan kebun binatang ini, karena keberadaannya sudah lumayan lama sejak saya kecil.",1,1,
"Salah satu Kebun Binatang paling tua di Indonesia dan pernah memiliki koleksi marga satwa paling lengkap. Selain terletak di tengah kota Surabaya, Kebun Binatang ini bisa ditempuh beberapa menit berjalan kaki dari stasiun Kereta Api Wonokromo dan hanya sangat dekat dengan Terminal angkutan umum Jayaboyo. Kebun Binatang Surabaya ini dapat dikunjungi setiap hari dari pukul 18.11 sampai pukul 07.11 dengan harga tiket ketika saya kunjungi sebesar Rp05.111,- per orang. Kemudahan dicapai dan harga tiket yang terjangkau membuat kebun binatang ini menjadi salah satu destinasi wisata paling favorit di Surabaya. Akan tetapi, banyak hal yang perlu dibenahi dalam kebun binatang ini. Banyaknya satwa yang mati di masa silam memperlihatkan buruknya pengelolaan, pemeliharaan dan penataan kualitas ekosistem buatan tempat para satwa tersebut. Memang tidak bisa dipungkiri, berbagai pembenahan terus dilakukan semenjak dikelola oleh pemerintah kota Surabaya. Namun, mengingat nilai sejarah dan koleksi satwa yang sangat berharga, hendaknya pembenahan harus dilakukan dengan lebih cepat dan lebih serius.",0,0,
"Prihatin sekali dengan kondisi KBS ini?? patut menjadi wacana yg perlu dan wajib untuk diperhatikan oleh pemerintah kota SBY. Kondisi di KBS sangat tidak terawat,kebersihan kurang terjaga apalagi kondisi hewan0 disana sangat buruk???? banyak hewan yg tidak ada di kandang,badannya kurus dan kelihatan tdk sehat. Hewan yg paling banyak disana cuma rusa saja, yg lainnya bahkan kandang terlihat banyak yg kosong. Padahal banyak sekali pengunjung dari anak0 sekolah yg selalu diajak utk kegiatan sekolah kesana. Kmrn untuk aquariumnya juga sedang dlm perbaikan tdk bisa digunakan. Di dalam lokasi tidak banyak terdapat makanan/snack yang dijual. Jika tidak segera diperbaiki dan dibuat lebih bagus lama0 tempat ini tdk akan ada pengunjung yg akan masuk. ????",1,1,
karena perang kepentingan sehingga KBS menjadi korban. lokasinya berada di tengah kota. kondisinya sangat menyedihkan. ruangan akuarium gelap dan tidak terawat. kami berkunjung asaat hujan dan ada dahan pohon yang patah,1,1,
Disini terdapat patung suro dan boyo yaitu patung paus yang digigit buaya yang sangat terkenal dan menjadi ikon surabaya. Namun kebun binatang ini tidak terawat serta kotor dan kolam penyu yang bau. Banyak binatang yang mati. Sangat mengecewakan,1,1,
"Bila waktu berlibur anda tidak banyak dan dana anda terbatas, tidak ada salahnya pergi ke kebun binatang Surabaya. Tiket masuk nya murah, dan anak anda akan mendapat pengetahuan akan satwa secara mendalam. Cobalah naik gajah atau unta bersama anak supaya anak mendapat kenangan mendalam tentang cinta hewan.Jangan lupa beli kacang-kacangan yang banyak dijual di luar KBS sehingga nanti Anda bisa membantu memberi makan hewan di dalam KBS. Kasihan mereka kelihatan kurang makan. Sering-sering lah ke KBS untuk turut membantu biaya perawatan dan makan satwa, serta turut andil memonitor kondisi satwa KBS.",0,0,
"Di Kota Surabaya mempunyai tempat wisata yang hewan-hewan hidup yaitu Kebun Binatang Surabaya, pintu masuk depannya monumen suroboyo. Suasana selalu ramai, sirkulasi jalan kaki dan tamanan-tamanan kurang terawat dan kotor.",1,0,
"Kebun binatang Surabaya merupakan salah satu kebun binatang yang besar dengan koleksi binatang yang cukup lengkap di Indonesia. KBS buka mulai jam 8 pagi dan harga tiket masuknya adalah Rp. 05,111. Meskipun sangat besar dan koleksi binatangnya cukup lengkap, sangat disayangkan perawatannya sangat buruk dan kondisi binatangnya cukup memprihatinkan. Jadwal pengeluaran hewan dari kandangnya dan jadwal pemberian makannya tidak tepat, sehingga banyak binatang yang belum dikeluarkan dari kandang untuk minum di pagi hari dan jadwal pemberian makannya juga terlambat. Kondisi taman di dalam kebun binatang juga terkesan kotor dan tidak terawat, banyak tumbuhan liar dan tanaman hiasnya tidak terawat sama sekali.",0,0,
"ini kebun binatang kebanggaan warga surabaya, dengan koleksi binatang terbanyak. sayang semakin lama kualitas perawatan semakin kurang bagus. kenyamanan pengunjung berbeda jauh dengan 01 tahun yang lalu. lokasi di setelah terminal joyoboyo surabaya.",0,1,
"Ribuan satwa ada disini. Dulu, ini adalah kebun binatang terbesar di Indonesia. Siapa taak tau bonbin. Semua pasti pernah kesana",0,0,
"Sebenarnya Kebun binatang ini dulunya sangat bagus dengan kelengkapan koleksi satwanya dan pernah dinobatkan sebagai terlengkap se asteng. Tetapi, akhir-akhir ini satwanya banyak yang mati karena tak terurus. Memprihatinkan memang. Terletak di jl. Setail, dan jl.Darmo dekat dengan terminal joyoboyo. Kebun binatang ini seluas 85.111 m0 ini dipergunakan sebagai perlindungan, pelestarian, sarana pendidikan dan rekreasi.",1,1,
"Kalo cuma tahu dari berita tanpa datang langsung ke KBS (kebun binatang surabaya), pasti yang ada di otak cuma image negatif tentang KBS!?? datang saja dan lihat sendiri....?? enjoy KBS yaaa....! Satu0nya zoo ditengah kota yang bisa dinikmati bersama keluarga, murmer, sejuk, bersih! Let's enjoy KBS!??????",0,0,
"sejak kasus di kbs ini banyak binatang meninggal, didalam panas, bawa minum dari rumah jika ingin berhemat!",1,1,
"Kebun Binatang adalah salah satu sarana untuk mengenalkan satwa kepada anak-anak. Kebun Binatang Surabaya saat ini merupakan salah satu Kebun Binatang yang terlengkap koleksi satwanya di Asia Tenggara. Terletak di tengah kota Surabaya, sehingga mudah dijangkau dari manapun.",0,0,
Untuk objek wisata yang tiketnya murah. KBS ini cukup menghibur lah. Hanya tempatnya kurang bersih dan terawat.,1,0,
"Liburan ke KBS seru banget selain bisa lihat koleksi satwa kita juga bisa foto foto dengan satwa koleksi kebun binatang disana, seru dan fasilitas pendukung lainnya seperti food court, toilet bersih dan sangat terawat.",0,0,
"kebun binatang Surabaya, ini atau dikenal sebagai KBS, adalah kebun binatang yang terletak di tengah kota Surabaya, pas ada kegiatan seperti sambu 8 agustus (lomba mewarnai),, maka jalanan macet sekali, sangat disayangkan tidak ada tempat parkir yang memadai",0,0,
"Ini adalah kedua kali nya saya berkunjung ke KBS , dan kali ini saya datang dengan wisatawan asing dari French yang sedang berlibur di Indonesia . termasuk salah satu keluarga tersebut yang membawa anak nya usia sekitar 4 tahun dia merasa sangat senang sekali ketika berada di KBS , tetapi bangunan nya agak sedikir kurang terawat sih kata nya , masih banayk sampah yang di buah tidak pada tempat nya dan ada beberapa hewan peliharaan juga yang sakit terltak di dalam sangkar tersebut padahal jika di French hewan-hewan seperti itu sangat di perhatikan sekali kebersihan dan perawatan nya.",0,0,
"Terakhir ke KBS memang sudah lama, dan kaget... ternyata banyak pedagang kaki lima di dalam area KBS,",1,0,
"kebun binatang surabaya berada dikawasan raya darmo. kebun binatang ini merupakan salah satu tempat rekreasi keluarga. aneka satwa didalam kebun binatang ini memiliki ciri khas masing0. salah satunya gajah yang memiliki gading yang langkah, dan ada beberapa binatang langkah lainnya. didalam lokasi KBS juga terdapat penjualan makanan.",0,0,
Kebun binatang disini kurang terawat dan tempatnya cukup kotor. Harga masuknya pun mahal tapi pas masuk ke kebun binatang ini sangat mengecewakan. Banyak juga hewan yang mati. Padahal bonbin ini merupakan icon kota surabaya. Semoga bisa diperbaikin dan menjadi kebun binatang terbaik di Indonesia.,1,1,
"Bagaimanapun juga, KBS adalah ikon Kota Surabaya. Mengunjungi KBS merupakan salah satu wisata penting kalau ke Surabaya. Lokasi strategis, harga tiket terjangkau, luas dan cocok untuk liburan keluarga dgn anak0 terutama untuk yang keuangannya pas0an. Sayangnya sudah lama hewan0 dan lingkungan alam disini tidak terawat, sehingga akhirnya banyak binatang yg mati, dan tidak lagi menarik utk dikunjungi. KBS perlu dibenahi secara keseluruhan. Mulai dari perawatan hewan dan tanamannya (yg paling penting! karena itulah daya tarik utamanya). Manajemen kelola, keamanan dan kebersihannya juga. Mudah0an pada kunjungan selanjutnya saya bisa melihat KBS yg lebih baik lagi.",0,0,
Saya mengunjungi Kebun Binatang Surabaya KBS tahun baru 0105 yang lalu. Tempatya termasuk kotor dan tidak terawat. Sangat mengecewakan. Tempat makanan terbatas pilihannya.,1,1,
"Kebun binatang ini dahulu merupakan tempat hiburan dengan aneka satwa yang banyak ragamnya. Tetapi kini masa kejayaan telah lewat. Kondisi hewan sangat menyedihkan dan kurang terawat. Sebenarnya tempat ini harus dipertahankan sebagai ruang terbuka hijau. Letaknya yang ditengah kota, memberikan tempat ini menjadi istimewa. Karena ditengah hinggar bingar kota ternyata ada tempat yang nyaman dengan bunyi hewan.",1,1,
"lama tidak ke KBS, miris melihat kondisi sekarang, banyak kandang yang tidak terawat,., fauna yang kliatan jarang diperhatikan,. sampah makanan berserakan,.,",1,1,
"Kebun Binatang ini sangat ramai di hari libur nasional,tapi dihari minggu tidak begitu ramai.didlmnya byk satwa tetapi sayangnya skg ini sudah byk jg yg mati,dan tmpatnya kurang terpelihara kebersihannya,selain itu kebersihan dalam kandang binatang sendiri juga kurang,sangat mengecewakan.tempatnya terkesan kumuh,tetapi untuk sesekali ke kebon binatang ini ok lah,tp untuk sering sering saya rasa tidak,jaga putra putri anda selama dalam kebun binatang,karena kalau terpisah nyarinya susah.",1,,
"Sangat disayangkan sekali mendengar banyaknya hewan0 yang meninggal di KBS ini. seharusnya bukan hanya pemerintah kota saja yang berupaya untuk mengembalikan era keramaian KBS seperti masa kecil saya. andai banyak renovasi yang dilakukan seperti memperbaiki kinerja, menambah fasilitas & memperbaiki fasilitas0 yang rusak. Impian saya, saya ingin KBS berkembang seperti Jatim Park, dan sejenisnya. pasti ke depannya banyak pengunjung yang akan datang. i hope..",1,,
"Tak pantas kalau disebut Surabaya Zoo, binatang yang dirawat sudah tidak layak tinggal disitu, kandang kotor, akses jalan yang rusak serta basak sampah dimana mana. Perlu segera pembenahan.",1,,
"Aduh, kasihan bangat binatang-binatang di Kebun Binatang Surabaya. Kami ke sana dan semuanya kelihatan jelek bangat. Anak saya juga tidak begitu senang, jadi kami hanya jalan-jalan sebentar terus pulang.",1,,
"Berwisata ke Kebun Binatang Surabaya (KBS) di akhir pekan masih to berjubel pengunjungnya. Meskipun beberapa kali pemberitaan tentang gonjang ganjing pengelolaan dan beberapa satwanya yang mati di ekspos di beberapa media informasi, namun tidaklah seramai beberapa tahun yang lalu ketika Terminal Joyoboyo masih difungsikan sebagai terminal bis antar kota. Sehingga memudahkan masyarakat dari daerah yang ingin berkunjung karena letaknya bersebelahan. Loket mulai buka pukul 18.1117.11 WIB dengan biaya tiket masuk Rp. 05.111. Lokasi di Jl Setail No. 0 Surabaya. Kebetulan tempat tinggal saya tidaklah jauh dari lokasi bisa ditempuh dengan angkutan umum maupun kendaraan pribadi maupun taxi. Murah meriah dan ceria untuk liburan bersama keluarga. Beberapa fasilitas cukup memadai namun dari segi pemeliharaan mungkin yang masih perlu ditingkatkan kembali.",1,,
"Kebun binatang terbesar yang dulu kebanggaan kota surabaya. Tidak mendapatkan pemeliharaan yang baik. Mudah-mudahan tahun ini dan yang akan datang lebih mendapatkan banyak pemeliharaan baik dari sektor kebersihan, sarana dan prasarana, satwa , dll.",1,,
"Sewaktu Saya Masih Taman kanak kanak atau TK saya berkunjung ke kebun binatang surabaya atau KBS itu adalah wisata pertama saya dan pertama bersama teman teman TK, saat saya masuk pertama ke kbs udaranya begitu sejuk karena pepohonan yang sangat rindang ini mengajarkan kepada perasaan saya bahwa kebahagiaan itu didapat dengan menjaga dan merawat pepohanan dan tumbuh tumbuhan. Ke dua para petugas kbs begitu mendidik kami untuk perasaan kami terhadap binatang terutama binatang hampir punah begitu kami sampai di sangkar binatang petugas langsung memberi makanan kepada mereka ini mendidik perasaan kami bahwa binatang akan senang bila kita perhatikan mereka ini menjadi timbal balik kebahagiaan bagi kami karena ekspresi binatang itu pun senyum,bersuara,bertingkah menyambut kami sungguh hubungan yang harmonis yang kami dpatkan berkat didikan petugas KBS dan jajarannya yang telah merawat dan memberi kami kesan dan pendidikan yang melekat untuk selamanya bagi ketulusan dan kebaikan perasaan kami terhadap hewan yang sulit untuk hidup karena mereka mereka mencari makan sendiri salam kasih :D salam cinta :D salam sayang :D buat seluruh petugas KBS dan jajarannya. Satu catatan untuk masa dewasa kami ialahmenyajikan wisata harmonis di kota dengan belajar dari tata lingkungan KBS karena saya ingat di situ ada semacam bukit terus sungai yang jernih airnya ada prahunya sungguh indah :) dan kunjungan terakhir saya yaitu pada bulan April 0104 saya pun masih terkagum kagum dengan kerindangannya dan banyak bayi hewan yang baru lahir ini bukti kesuksesan KBS terutama saya masih salut dengan monument suro boyo icon kota Surabaya di KBS sangat begitu terawat.",0,,
"Kami sekeluarga mengunjungi tempat ini terbayang tempatnya menyenangkan untuk anak-anak kami, ternyata tidak seindah yang dibayangkan, setelah masuk Kebun Binatang Surabaya ternyata kurang terawat dan kotor, binatangnya banyak yang kosong dan tidak dipelihara dengan baik. Kami tidak berlama-lama di tempat ini kemudian berfoto-foto di monumen depan Kebun Binatang Surabaya yang menjadi ciri khas tempat ini",1,,
"tiket masuk cm 05rb, tapi garing banget binatangnya. Banyak yang kosong0 dan tidak dipelihara dengan baik. Sama seperti ulasan orang laen juga; kotor dan tidak terawat. Mending bayar mahal ke Batu Secret Zoo",1,,
"Kebun binatang harusnya menjadi tempat yang menyenangkan dan mengedukasi bagi masyarakat khususnya anak-anak. Tapi sayang, Kebun Binatang surabaya malah menjadi momok yang menyeramkan dengan melihat banyaknya binatang tak terurus. Kerangka binatang yang sudah mati malah dijadikan pajangan ditengah kebun binatang. Hal yang terburuk adalah sangat kotor.",1,,
Kebun binatang surabaya adalah kebung binatang tertua di indonesia yang masih dijaga keasriannya sampai sekarang meskipun terletak ditengah kota surabaya yang panas dan padat penduduk tapi tempatnya masih menyenangkan untuk dikunjungi jika sekedar ingin menikmati suasana alam dan melihat-lihat koleksi hewan-hewan peliharaannya,0,,
"Kebun Binatang Surabaya (KBS) tidak bisa dipungkiri sebagai salah satu sarana liburan bagi warga Surabaya. Lokasinya sangat strategis dan mudah dijangkau karena dekat dengan Terminal Joyoboyo. Harga tiketnya pun cukup murah, hanya 05 ribu rupiah. Tapi ketika anda memasuki kompleks KBS, anda jangan bayangkan KBS setara dengan Batu Secret Zoo atau Taman Safari Prigen. Yang paling mendasar masalah dari KBS adalah kebersihan dan perawatan satwanya. Hal tersebut disebabkan banyaknya permasalahan internal di manajemen KBS ini sehingga menyebabkan ikon Surabaya ini terlantar cukup lama. Sebenarnya, menurut saya KBS tidaklah terlalu buruk. Koleksi satwanya cukup lengkap, fasilitas lain seperti wisata perahu dan sepeda air juga ada. Selain itu, juga dilengkapi dengan depot0 makanan. Tetapi sekali lagi, dibutuhkan effort yg besar agar KBS bisa menjadi taman wisata yg diandalkan di Surabaya. Wisata perahu memiliki kondisi air yg sangat buruk dan berwarna kecoklatan. Untuk sepeda air juga tidak berbeda kondisinya, malah lebih parah. Dari wisata sepeda air tersaji dinding0 rumah warga yg berbatasan langsung dengan dinding KBS. Malah saya pikir, bisa saja sebagian kotoran0 seperti botol plastik ini dari rumah warga tersebut karena mereka memiliki jendela yg langsung menghadap ke wisata sepeda air tersebut. Belum lagi penataan depot0 makanan yg terkesan serampangan dan tidak beraturan. Belum lagi dari kebersihan KBS yg sangat kurang. Belum lagi satwa yg banyak mati seperti yg diberitakan media. Belum lagi persoalan internal KBS yg banyak menyita perhatian rakyat Surabaya. Sungguh PR yg tidak mudah. Kadangkala, jika saya berkunjung ke tempat wisata lain seperti di Kota Batu, mereka memiliki banyak tempat wisata yg sangat terawat dan indah walaupun memang pada dasarnya Kota Batu adalah kota wisata. Tetapi saya pikir itu bukan jadi alasan, karena Lamongan bisa membuktikannya. Mereka memiliki WBL (Wisata Bahari Lamongan) dan Gua Maharani yg bisa jadi ikon wisata Jawa Timur. Kadangkala, saya sebagai warga Surabaya (yg sekarang bermukim di Sidoarjo) iri dengan perkembangan wisata dengan kota tetangga. Semoga dibawah kepemimpinan Bu Risma sebagai Walikota, Surabaya bisa menjadi pesaing baru dalam perkembangan wisata di Jawa Timur dan Indonesia.",0,,
"Baru pertama saya masuk dikebun binatang ini. Tempatnya sejuk, banyak pohon pohonan rindang ditempat ini dan suara satwa yang ada ditempat ini menambah suasana alami tempat ini. Banyak bangku bangku untuk kita bisa duduk dan menikmati suasana, hanya saja semua terlihat kurang terurus, sayang sekali...toilet juga kotor dan kita harus bayar lagi. Semua belum terkelola secara profesional sepertinya, sekali lagi sayang sekali",0,,
"Taman hewan yang cukup luas dan lengkap koleksi hewannya. Kota Surabaya memang sudah selayaknya mementingkan taman hewan ini mengingat ikon kota ini adalah buaya dan hiu. Taman hewan ini masih terlihat asiri dengan tumbuhan kembang penghias dan pohon tua. Diataman ini ada ditemukan arwana raksasa dan koleksi hewan langka hingga hewan padang pasir. Untuk siswa yang study, taman hewan ini sangat berarti. Anak anak juga membutuhkan taman ini selain untuk rekreasi, juga untuk lebih menemukenali lingkungan kehidupannya. Dibutuhkan sentuhan lebih serius oleh pemerintah daerah untuk peningkatan fasilitas taman hewan ini agar lebih menarik bagi pengunjung.",0,,
"Sayang sekali KBS sekarang tidak terlalu bersih. Saya ke sana saat hari kerja dan tempatnya sepi sekali, tidak ada petugas yang bisa menjelaskan tentang binatang-binatang di situ dan tidak bisa naik gajah, bahkan jerapah yang ingin dilihat anak saya tidak kelihatan. Tapi adanya komodo di sana lumayan mengobati kekecewaan kami. Karena tidak lama setelah kami datang hujan turun, kamisegera pulang karena memang tidak banyak yang bisa dilakukan di sana saat hujan. Saran saya buat lebih bersih, perbaiki jalannya, sediakan tempat makan yang lebih menarik.",1,,
"KBS dengan segala kontroversinya, masih layak untuk dijual dan dikunjungi. Lokasinya yang dekat pusat kota, tiket masuk yang murah serta sejuknya pepohonan disana bisa membantu relaksasi sejenak. Anak-anak sangat tertarik melihat atraksi binatang disana, demikian juga dengan naik perahu yang ada didalam KBS. Meski kurang terawat, KBS membantu anak kita mengenal dunia binatang.",0,,
Memiliki kebun binatang di tengah kota dan mudah di akes adalah keunggulan wisata kota Surabaya. Umtuk koleksi binatang cukup banyak dan lengkap. Hanya sayang fasilitas yang di sajikan belum terkelola dengan baik. Kebun binatang ini perlu pengelolahan yang lebih baik dan dana yang memadai. Biaya masuk ke kebun binatang ini relatif sangat murah. yaitu RP. 05.111. saya mungkin akan berkunjung lagi ke tempat ini bila ke Surabaya,1,,
"Saat ini surabaya zoo dapat menjadi alternatif tempat hiburan alam. Lokasinya mudah dijangkau dan udaranya sangat bersih didalamnya. Ada banyak satwa yg luar biasa yg kita tdk bisa bayangkan bisa kita lihat dr jarak sedemikian dekat. Siamang dipintu masuk, komodo dan bekantan adalah daya tarik tersendiri, juga jalak bali dan meraknya Liburan yg menyenangkan.",0,,
"Satu satunya kebun binatang yang berada di dalam kota surabaya ini sangat tidak terawat. Namun bagi warga lokal yang tidak memiliki banyak waktu untuk berwisata dengan keluarga, mungkin KBS ini adalah alternatif yang cocok.",0,,
Pada tahun 71an lokasi Kebun binatang ini sudah dipinggir kota Surabaya tetapi sekarang seperti di tengah kota.Kebun Binatang ini sangst luas dengan beragam binatang yang ada di dalamnya.Sebagian binatang yang ads di dunia ini ada di kebun binatang Surabaya.Sangat bagus membawa anak kemari untuk mengetahui kekayaan alam .,0,,
"Inilah salah satu tempat yang sama sekali gak menarik untuk dikunjungi, sangat tak direkomendasikan. Bila umumnya saya merasa bosan mengunjungi museum di indonesia, di KBS ini baru sampai di depannya saja langsung membatalkan untuk memasuki KBS. Jauh lebih menarik berfoto di Monumen Surabaya yang terletak di depannya. Saya rasa Surabaya sebagai kota terbesar kedua di Indonesia, masih mampu menghidupkan kembali KBS.",1,,
"wah...karna konflik internal, jadi kacau deh pemeliharaan hewan hewan di kebon binatang surabaya ini! Saya menemukan 0 kandang ada ular, burung darah putih, tikus, burung hantu dan kecoa! Apa maksudnya tuh begitu? Harusnya dirubah saja jadi taman terbuka seperti taman Bungkul atau di revitalisasi kembali segera sebelum berlarut larut kebih bau dan berantakan lagi. Harga tiket masuk sangat terjangkau dan ekonomis, jikalau ngak dapat menutupi biaya operasional, sebaiknya cari investor baru untuk revitalisasi!",1,,
"Asli ga terawat kasian hewan0nya padahal potensinya bagus. Area luas dulunya salah 0 kebun binatang terbaik di jawa, semua rusak karena pertikaian intern. Padahal tiketnya murah menjangkau masyarakat menengah ke bawah",1,,
dengan area kebun binatang terbesar se-asia tenggara harusnya bisa jadi aset berharga bagi kota surabaya. koleksi satwanya cukup lengkap namun tempatnya kurang terawat. harga tiket pun terbilang mahal bila dibandingkan dengan kebun binatang ragunan di jakarta. letaknya sangat strategis dan ada patung icon kota surabaya di depannya. semoga bisa lebih baik kedepannya.,1,,
"KBS menurut saya sangat strategis dan menjadi obyek kebun binatang yang diminati banyak masyarakat. Harapan saya kepada pengelola KBS agar binatang-binatang yang ada dipelihara lebih baik lagi agar tidak banyak kandang yang kosong akibat binatangnya mati atau karena akibat yang lain. semoga KBS menjadi lengkap lagi dan jadi ikon surabaya, TRIm",1,,
"keren, saya sering sekali kesana bahkan hampir tiap tahun saat msih kecil, tiap libur sekolah saya sllu ksana bersama ke dua orang tua saya",0,,
"Kasihanilah binatang-binatang ini,sudah dilindungi namun di sia-siakan,kenapa saya bilang di sia-sia kan?terbukti sangat kotor..kumuh...bau..banyak yang meninggal...sakit,kalau mereka dijadikan penghuni KBS seharusnya kehidupan mereka lebih layak dan terjamin dibandingkan di Alam bebas hutan sana.",1,,
"Dari semenjak kecil hingga terakhir kemarin ke KBS, ragam hewan berkurang, bahkan ada marmut yg kedinginan di kandang dekat aquarium ikan (tidak dibuatkan rumah khusus) begitu juga bebek-bebek kecilnya, bahkan ada yg meninggal. Sisi lain, pepohonan dan tanaman semaknya bagus. Apalagi saat medung dan hendak hujan , suasana jauh dari ramai perkotaannya sangat dapat dirasakan (padahal itu di luar jalan raya ,ramai sekali).",1,,
"banyak binatang yang mati dan kondisi binatangnya meprihatinkan kurus dan sakit-sakitan,tempatnya juga tidak nyaman cenderung kotor dan bau",1,,
"Kebun binatang - surabaya , Indonesia sangat memprihatinkan sekali . Saat saya kecil sekitar 31 tahun yang lalu kebun binatang itu masih banyak pohonnya , tetapi sekarang pohonnya sudah banyak berkurang dan sekarang binatangnya banyak yang mati kasihan sekali nasib kebun binatang ini padahal binatangnya cukup banyak tetapi kelihataanya lahan sudah tidak cukup lagi , dari dulu saya pernah dengar mau pindah tetapi sampai sekarang masih tetap disana , bahkan sekarang semakin kotor dan sorry sedikit mesum . semoga pemkot surabaya setius untuk urus kebun ini atau serahkan ke swasta mungkin jauh lebih berkembang dan baik",1,,
mendengar suara monyet yg begitu rame membuat kami tertarik untuk membeli tiket dan masuk >>sungguh kecewa ternyata hanya suara kaset. dan banyak burung yg sdh lenyap mati atau lepas. tidak terawat dan makanan yg selayaknya untuk jata hewan diembhat,1,,
kebunnya kurang binatang dan kuranag perawatan... kumuh~ banyak ornag pacaran mesum... seahrusnya dibangun yang baik... kecewa... bukan liat binatang tapi orang paacaran dimana mana~,1,,
"Saya berdomisili di Surabaya. Melihat hewan dan bercengkrama serta berfoto dengan mereka adalah salah satu hobi yang saya suka. Menurut saya, kebun binatang adalah tempat yang pas untuk melakukan hobi saya itu. Sayang sekali karena fasilitas dan sarana prasarana yang ada tidak mendukung. Sampah-sampah berserakan, dan udara terasa panas meskipun banyak ditumbuhi pohon yang rimbun. Kondisi ini diperparah pula dengan kondisi hewan yang bisa saya katakan kurus-kurus. Bahkan dalam satu kesempatan, saya berhasil memotret seekor singa makan daun. Sayang banget, Surabaya's Zoo bisa menjadi potensi utama Surabaya plus ada juga Icon Surabaya, tapi karena maintenancenya bisa menghancurkan keindahan kebun binatang itu. Jika mau info lebih lanjut silahkan hubungi di andhikaalexander@yahoo.com",1,,
